player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr,week,year
Darrell Henderson,41193,HB,LA,1,5,0,26,,0,,,0,0,,0,0,0,,57.9,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,0,0.2,1,100.0,,0,0,0.0,0,1,0,73.4,60.1,0,10,2.9,1,34,5,97.1,33,88.3,5,100.0,0,26,25,5.0,5.2,0.79,1,2022
Tyler Conklin,47124,TE,NYJ,1,5,0,22,4.0,0,100.0,,0,0,0.0,0,0,1,68.3,45.8,0,6,14.3,2,14,2,71.4,10,83.3,2,40.0,0,8,0,0.0,4.0,0.8,0,3.0,0,50.0,,0,0,50.0,1,0,0,28.8,39.2,0,5,8.3,3,36,1,91.7,33,56.3,2,40.0,0,5,1,1.0,5.0,0.15,1,2022
Nelson Agholor,9453,WR,NE,1,5,0,19,-4.0,0,100.0,,0,0,0.0,0,1,0,64.7,74.3,0,17,16.7,1,6,1,66.7,4,118.8,1,20.0,0,17,21,21.0,17.0,4.25,0,12.8,0,50.0,,0,0,0.0,0,0,1,68.3,40.1,0,6,0.0,0,13,2,100.0,13,56.3,4,80.0,0,11,5,2.5,5.5,0.85,1,2022
Braxton Berrios,47961,WR,NYJ,1,5,0,22,,0,,,0,0,,0,0,0,,53.4,0,0,0.0,0,10,0,90.0,9,0.0,0,0.0,0,0,0,,,0.0,0,2.6,0,100.0,100.0,1,1,0.0,0,2,0,73.4,70.5,0,13,0.0,0,16,5,100.0,16,97.5,5,100.0,0,37,24,4.8,7.4,2.31,1,2022
Logan Thomas,8755,TE,WAS,1,5,0,32,10.0,0,100.0,,0,0,0.0,0,1,0,64.7,68.6,0,14,0.0,0,7,1,85.7,6,118.8,1,20.0,0,14,4,4.0,14.0,2.33,0,16.7,0,33.3,0.0,0,1,0.0,0,1,0,64.7,62.6,0,27,12.5,2,16,1,75.0,12,67.4,3,60.0,0,27,14,14.0,27.0,2.25,1,2022
Chase Claypool,42312,WR,PIT,1,5,0,25,9.0,0,66.7,100.0,1,1,0.0,0,0,0,68.3,60.6,0,6,0.0,0,17,2,94.1,16,71.5,3,60.0,0,10,3,1.5,5.0,0.63,0,3.5,0,100.0,100.0,1,1,0.0,0,1,0,68.3,59.9,0,5,5.0,1,20,2,90.0,18,83.3,2,40.0,0,8,1,0.5,4.0,0.44,1,2022
Treylon Burks,99218,WR,TEN,1,5,0,31,10.5,0,100.0,,0,0,0.0,0,2,0,68.3,75.2,0,27,0.0,0,9,2,88.9,8,118.8,2,40.0,0,47,26,13.0,23.5,5.88,0,24.7,0,33.3,,0,0,0.0,0,0,0,64.7,57.9,0,8,0.0,0,5,1,100.0,5,42.4,3,60.0,0,8,7,7.0,8.0,1.6,1,2022
Julio Jones,6158,WR,TB,1,5,0,30,21.3,0,66.7,,0,0,0.0,0,2,0,68.3,84.6,0,48,0.0,0,8,2,100.0,8,109.7,3,60.0,0,61,6,3.0,30.5,7.63,0,17.5,0,50.0,,0,0,0.0,0,0,0,64.7,63.8,0,8,0.0,0,12,1,100.0,12,60.4,2,40.0,0,8,11,11.0,8.0,0.67,1,2022
Juwan Johnson,28305,TE,NO,1,5,0,20,13.7,0,33.3,,0,0,0.0,0,0,0,64.7,62.8,0,17,0.0,0,12,1,91.7,11,53.5,3,60.0,0,17,1,1.0,17.0,1.55,0,10.5,0,50.0,,0,0,0.0,0,1,0,64.7,60.6,0,26,5.3,1,19,1,94.7,18,95.8,2,40.0,0,26,9,9.0,26.0,1.44,1,2022
Aaron Jones,11937,HB,GB,1,5,0,12,,0,,,0,0,,0,0,0,,58.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,2.5,0,0.0,,0,0,,0,0,0,,51.2,0,0,6.3,1,16,0,93.8,15,39.6,2,40.0,0,0,0,,,0.0,1,2022
Mike Thomas,10840,WR,CIN,1,5,0,7,11.0,0,33.3,0.0,0,1,50.0,1,0,0,29.9,53.7,0,5,0.0,0,19,1,84.2,16,42.4,3,60.0,0,5,1,1.0,5.0,0.31,0,17.0,0,0.0,,0,0,,0,0,0,,51.0,0,0,0.0,0,24,0,95.8,23,39.6,2,40.0,0,0,0,,,0.0,1,2022
Jahan Dotson,84375,WR,WAS,1,5,0,32,28.0,0,100.0,100.0,1,1,0.0,0,1,0,64.7,80.5,0,24,0.0,0,10,1,90.0,9,158.3,1,20.0,1,24,0,0.0,24.0,2.67,0,20.0,0,0.0,,0,0,,0,0,0,,51.0,0,0,0.0,0,26,0,88.5,23,39.6,1,20.0,0,0,0,,,0.0,1,2022
Gabriel Davis,55410,WR,BUF,1,5,0,4,13.0,0,0.0,0.0,0,1,,0,0,0,,55.4,0,0,0.0,0,4,0,100.0,4,39.6,1,20.0,0,0,0,,,0.0,0,17.3,0,100.0,,0,0,0.0,0,3,0,72.1,72.2,0,47,0.0,0,26,4,100.0,26,158.3,4,80.0,1,88,19,4.8,22.0,3.38,1,2022
Rashod Bateman,84296,WR,BLT,1,5,0,3,,0,,,0,0,,0,0,0,,55.6,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,0,14.3,0,50.0,0.0,0,1,33.3,1,1,0,30.0,55.5,0,55,0.0,0,17,2,100.0,17,135.4,4,80.0,1,59,13,6.5,29.5,3.47,1,2022
Albert Okwuegbunam,41933,TE,DEN,1,5,0,10,,0,,,0,0,,0,0,0,,58.7,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,2.7,1,100.0,,0,0,0.0,0,1,0,70.5,64.8,0,7,6.7,1,15,3,86.7,13,91.7,3,60.0,0,18,10,3.3,6.0,1.38,1,2022
Jaylen Waddle,84088,WR,MIA,1,5,0,17,10.0,0,100.0,,0,0,0.0,0,2,0,68.3,82.3,0,42,0.0,0,10,2,100.0,10,158.3,2,40.0,1,50,30,15.0,25.0,5.0,0,9.0,0,66.7,100.0,1,1,0.0,0,1,0,68.3,62.0,0,12,0.0,0,17,2,100.0,17,84.0,3,60.0,0,19,1,0.5,9.5,1.12,1,2022
James Conner,11860,HB,ARZ,1,5,0,1,,0,,,0,0,,0,0,0,,54.1,0,0,18.2,2,11,0,81.8,9,0.0,0,0.0,0,0,0,,,0.0,0,-2.5,0,100.0,,0,0,0.0,0,2,0,72.1,60.9,0,8,16.7,3,18,4,72.2,13,85.4,4,80.0,0,18,28,7.0,4.5,1.38,1,2022
Cordarrelle Patterson,7810,HB,ATL,1,5,0,2,,0,,,0,0,,0,0,0,,57.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,3.0,0,60.0,,0,0,0.0,0,1,0,70.5,67.0,0,10,0.0,0,14,3,92.9,13,65.4,5,100.0,0,16,11,3.7,5.3,1.23,1,2022
Dennis Houston,61295,WR,DAL,1,5,0,9,20.0,0,0.0,,0,0,,0,0,0,,56.9,0,0,0.0,0,4,0,75.0,3,39.6,1,20.0,0,0,0,,,0.0,0,17.3,0,33.3,100.0,1,1,0.0,0,0,0,64.7,53.7,0,5,0.0,0,25,1,96.0,24,42.4,3,60.0,0,5,0,0.0,5.0,0.21,1,2022
Noah Fant,42388,TE,SEA,1,4,0,29,,0,,,0,0,,0,0,0,,54.3,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,0,0.5,0,100.0,,0,0,0.0,0,1,0,68.3,72.0,0,13,0.0,0,8,2,87.5,7,97.9,2,50.0,0,15,14,7.0,7.5,2.14,1,2022
Harrison Bryant,26394,TE,CLV,1,4,0,8,29.0,0,0.0,0.0,0,1,,0,0,0,,50.0,0,0,10.0,1,10,0,70.0,7,39.6,1,25.0,0,0,0,,,0.0,0,8.7,0,66.7,0.0,0,1,33.3,1,1,0,29.9,58.0,0,10,16.7,1,6,2,66.7,4,82.6,3,75.0,0,18,2,1.0,9.0,4.5,1,2022
Olamide Zaccheaus,44920,WR,ATL,1,4,0,2,7.0,0,100.0,,0,0,0.0,0,0,0,64.7,72.1,0,9,0.0,0,4,1,100.0,4,104.2,1,25.0,0,9,2,2.0,9.0,2.25,0,10.0,0,100.0,,0,0,0.0,0,1,1,70.5,56.1,0,22,0.0,0,17,3,94.1,16,118.8,3,75.0,0,40,10,3.3,13.3,2.5,1,2022
Demarcus Robinson,10760,WR,BLT,1,4,0,3,,0,,,0,0,,0,0,0,,58.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,9.8,1,50.0,0.0,0,1,0.0,0,1,0,68.3,68.9,1,11,0.0,0,16,2,93.8,15,24.0,4,100.0,0,19,9,4.5,9.5,1.27,1,2022
Devin Duvernay,40006,WR,BLT,1,4,0,3,28.0,0,100.0,100.0,1,1,0.0,0,1,0,64.7,88.0,0,25,0.0,0,3,1,100.0,3,158.3,1,25.0,1,25,0,0.0,25.0,8.33,0,9.0,0,100.0,,0,0,0.0,0,1,0,70.5,64.5,0,17,0.0,0,13,3,100.0,13,146.5,3,75.0,1,29,6,2.0,9.7,2.23,1,2022
Marquez Valdes-Scantling,47809,WR,KC,1,4,0,16,2.5,0,100.0,,0,0,0.0,0,1,0,68.3,62.2,0,8,0.0,0,16,2,93.8,15,97.9,2,50.0,0,15,10,5.0,7.5,1.0,0,6.0,0,100.0,,0,0,0.0,0,1,0,64.7,63.5,0,17,0.0,0,13,1,92.3,12,118.8,1,25.0,0,17,11,11.0,17.0,1.42,1,2022
Keenan Allen,7857,WR,LAC,1,4,0,27,,0,,,0,0,,0,0,0,,55.2,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,0,12.8,0,100.0,100.0,1,1,0.0,0,2,0,72.1,88.2,0,42,0.0,0,7,4,100.0,7,118.8,4,100.0,0,66,15,3.8,16.5,9.43,1,2022
Christian Watson,66581,WR,GB,1,4,0,12,,0,,,0,0,,0,0,0,,58.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,16.7,0,33.3,,0,0,50.0,1,0,0,28.8,45.5,0,9,0.0,0,13,1,100.0,13,42.4,3,75.0,0,9,3,3.0,9.0,0.69,1,2022
Kenneth Gainwell,77737,HB,PHI,1,4,0,24,-2.0,0,0.0,,0,0,,0,0,0,,55.9,0,0,50.0,4,8,0,50.0,4,39.6,1,25.0,0,0,0,,,0.0,0,1.0,0,100.0,,0,0,0.0,0,1,0,68.3,79.9,0,8,50.0,3,6,2,50.0,3,91.7,2,50.0,0,12,10,5.0,6.0,4.0,1,2022
DeAndre Carter,9859,WR,LAC,1,4,0,27,13.0,0,50.0,,0,0,0.0,0,1,0,64.7,70.6,0,11,0.0,0,5,1,100.0,5,66.7,2,50.0,0,11,5,5.0,11.0,2.2,0,27.0,0,100.0,100.0,1,1,0.0,0,2,0,68.3,90.7,0,30,0.0,0,9,2,100.0,9,158.3,2,50.0,1,53,0,0.0,26.5,5.89,1,2022
Mike Williams,11762,WR,LAC,1,4,0,27,2.0,0,50.0,0.0,0,1,0.0,0,0,0,64.7,54.3,0,4,0.0,0,12,1,91.7,11,56.3,2,50.0,0,4,6,6.0,4.0,0.36,0,4.0,0,100.0,,0,0,0.0,0,0,0,64.7,53.7,0,6,0.0,0,18,1,100.0,18,91.7,1,25.0,0,6,2,2.0,6.0,0.33,1,2022
Christian McCaffrey,11763,HB,CAR,1,4,0,5,,0,,,0,0,,0,0,0,,57.7,0,0,50.0,2,4,0,25.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-4.0,1,100.0,,0,0,0.0,0,1,0,72.1,80.3,0,21,0.0,0,18,3,94.4,17,98.6,3,75.0,0,23,35,11.7,7.7,1.35,1,2022
Evan Engram,11778,TE,JAX,1,4,0,15,6.7,0,100.0,100.0,1,1,0.0,0,1,0,70.5,62.3,0,11,6.3,1,16,3,75.0,12,101.4,3,75.0,0,25,5,1.7,8.3,2.08,0,3.0,0,100.0,,0,0,0.0,0,0,0,64.7,52.2,0,3,0.0,0,19,1,89.5,17,79.2,1,25.0,0,3,0,0.0,3.0,0.18,1,2022
Geoff Swaim,9679,TE,TEN,1,4,0,31,,0,,,0,0,,0,0,0,,52.7,0,0,20.0,1,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,0,0.7,0,66.7,0.0,0,1,33.3,1,1,0,29.9,68.9,0,9,20.0,2,10,2,80.0,8,81.3,3,75.0,0,17,19,9.5,8.5,2.13,1,2022
Jamison Crowder,9538,WR,BUF,1,4,0,4,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,8.7,0,66.7,0.0,0,1,0.0,0,2,0,68.3,75.9,1,11,0.0,0,9,2,100.0,9,41.7,3,75.0,0,17,4,2.0,8.5,1.89,1,2022
Ty Montgomery,9527,HB,NE,1,4,0,19,1.0,0,100.0,,0,0,0.0,0,0,0,64.7,65.4,0,2,80.0,4,5,1,20.0,1,79.2,1,25.0,0,2,1,1.0,2.0,2.0,0,3.5,0,50.0,,0,0,0.0,0,0,0,64.7,58.3,0,7,18.2,2,11,1,81.8,9,58.3,2,50.0,0,7,4,4.0,7.0,0.78,1,2022
Gerald Everett,11799,TE,LAC,1,4,0,27,7.3,0,75.0,100.0,2,2,0.0,0,2,0,70.5,92.4,0,25,0.0,0,10,3,100.0,10,156.3,4,100.0,1,54,25,8.3,18.0,5.4,0,,0,,,0,0,,0,0,0,,49.2,0,0,15.4,2,13,0,84.6,11,0.0,0,0.0,0,0,0,,,0.0,1,2022
Alvin Kamara,11822,HB,NO,1,4,0,20,-0.5,0,50.0,0.0,0,1,0.0,0,0,0,64.7,56.4,0,-10,27.3,3,11,1,72.7,8,56.3,2,50.0,0,-10,-5,-5.0,-10.0,-1.25,0,-1.0,1,100.0,,0,0,0.0,0,1,0,68.3,72.2,0,15,47.1,8,17,2,52.9,9,102.1,2,50.0,0,17,19,9.5,8.5,1.89,1,2022
Kareem Hunt,11841,HB,CLV,1,4,0,8,-3.0,0,100.0,,0,0,0.0,0,1,0,64.7,62.3,0,24,25.0,3,12,1,58.3,7,118.8,1,25.0,0,24,27,27.0,24.0,3.43,0,0.0,1,100.0,,0,0,0.0,0,0,0,64.7,57.9,0,1,20.0,2,10,1,70.0,7,79.2,1,25.0,0,1,1,1.0,1.0,0.14,1,2022
Tre' McKitty,60896,TE,LAC,1,4,0,27,,0,,,0,0,,0,0,0,,53.0,0,0,20.0,1,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,0,4.7,0,66.7,,0,0,33.3,1,0,0,29.9,57.6,0,12,40.0,4,10,2,60.0,6,86.8,3,75.0,0,21,10,5.0,10.5,3.5,1,2022
Jonnu Smith,11855,TE,NE,1,4,0,19,19.0,0,0.0,,0,0,,0,0,0,,54.9,0,0,0.0,0,4,0,50.0,2,39.6,1,25.0,0,0,0,,,0.0,0,1.0,4,100.0,,0,0,0.0,0,2,0,70.5,91.0,0,15,7.1,1,14,3,92.9,13,112.5,3,75.0,0,33,30,10.0,11.0,2.54,1,2022
Samaje Perine,11869,HB,CIN,1,4,0,7,25.0,0,0.0,,0,0,,0,0,0,,52.7,0,0,0.0,0,6,0,83.3,5,39.6,1,25.0,0,0,0,,,0.0,0,-1.0,0,100.0,,0,0,0.0,0,0,0,68.3,60.7,0,10,5.9,1,17,2,88.2,15,106.3,2,50.0,0,19,21,10.5,9.5,1.27,1,2022
Chase Edmonds,45851,HB,MIA,1,4,0,17,2.0,2,100.0,,0,0,0.0,0,2,0,68.3,84.3,0,15,14.3,1,7,2,85.7,6,112.5,2,50.0,0,22,18,9.0,11.0,3.67,0,5.5,0,100.0,,0,0,0.0,0,1,0,68.3,63.4,0,11,17.6,3,17,2,82.4,14,104.2,2,50.0,0,18,7,3.5,9.0,1.29,1,2022
Travis Etienne,57185,HB,JAX,1,4,0,15,9.0,0,100.0,,0,0,0.0,0,1,1,68.3,28.0,0,23,9.1,1,11,2,72.7,8,104.2,2,50.0,0,18,0,0.0,9.0,2.25,0,,0,,,0,0,,0,0,0,,54.6,0,0,23.1,3,13,0,76.9,10,0.0,0,0.0,0,0,0,,,0.0,1,2022
Jerick McKinnon,8731,HB,KC,1,4,0,16,9.0,0,0.0,,0,0,,0,0,0,,54.5,0,0,11.1,1,9,0,88.9,8,39.6,1,25.0,0,0,0,,,0.0,0,-5.0,1,100.0,,0,0,0.0,0,1,0,70.5,71.2,0,18,33.3,3,9,3,66.7,6,104.2,3,75.0,0,27,42,14.0,9.0,4.5,1,2022
Austin Ekeler,12164,HB,LAC,1,4,0,27,-1.0,0,100.0,,0,0,0.0,0,2,0,68.3,87.6,0,8,16.7,1,6,2,83.3,5,93.8,2,50.0,0,13,15,7.5,6.5,2.6,0,0.0,1,100.0,,0,0,0.0,0,1,0,68.3,73.7,0,13,12.5,1,8,2,87.5,7,114.6,2,50.0,0,23,23,11.5,11.5,3.29,1,2022
Robert Tonyan,12193,TE,GB,1,4,0,12,,0,,,0,0,,0,0,0,,58.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,8.0,0,66.7,0.0,0,1,0.0,0,1,0,68.3,63.0,0,23,7.7,1,13,2,92.3,12,100.7,3,75.0,0,31,25,12.5,15.5,2.58,1,2022
Dontrell Hilliard,45691,HB,TEN,1,4,0,31,9.5,0,100.0,,0,0,0.0,0,2,0,68.3,91.1,0,31,0.0,0,3,2,100.0,3,158.3,2,50.0,1,38,27,13.5,19.0,12.67,0,5.0,0,50.0,,0,0,50.0,1,1,0,28.8,29.8,0,23,60.0,3,5,1,40.0,2,131.3,2,50.0,1,23,14,14.0,23.0,11.5,1,2022
D.J. Moore,48267,WR,CAR,1,4,0,5,12.0,0,100.0,,0,0,0.0,0,1,0,64.7,68.7,0,16,0.0,0,6,1,83.3,5,118.8,1,25.0,0,16,4,4.0,16.0,3.2,0,7.3,2,66.7,50.0,1,2,0.0,0,1,0,68.3,64.2,0,26,0.0,0,23,2,95.7,22,100.7,3,75.0,0,31,16,8.0,15.5,1.41,1,2022
David Montgomery,45719,HB,CHI,1,4,0,6,,0,,,0,0,,0,0,0,,59.9,0,0,66.7,2,3,0,33.3,1,0.0,0,0.0,0,0,0,,,0.0,0,-1.8,3,75.0,0.0,0,1,0.0,0,1,0,70.5,78.1,0,16,23.1,3,13,3,76.9,10,89.6,4,100.0,0,24,31,10.3,8.0,2.4,1,2022
Parris Campbell,47940,WR,IND,1,4,0,14,,0,,,0,0,,0,0,0,,54.7,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,0,4.8,3,75.0,,0,0,0.0,0,3,0,70.5,60.9,0,20,0.0,0,36,3,94.4,34,103.1,4,100.0,0,37,28,9.3,12.3,1.09,1,2022
Tyler Lockett,9502,WR,SEA,1,3,0,29,5.0,0,100.0,,0,0,0.0,0,1,0,68.3,69.6,0,9,0.0,0,7,2,85.7,6,89.6,2,66.7,0,11,1,0.5,5.5,1.83,0,13.0,0,100.0,,0,0,0.0,0,1,0,64.7,63.9,0,17,0.0,0,11,1,90.9,10,118.8,1,33.3,0,17,4,4.0,17.0,1.7,1,2022
Randall Cobb,6216,WR,GB,1,3,0,12,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,17.0,0,66.7,0.0,0,1,0.0,0,2,0,68.3,67.0,1,8,0.0,0,17,2,100.0,17,37.5,3,100.0,0,14,5,2.5,7.0,0.82,1,2022
Zach Ertz,7816,TE,ARZ,1,3,0,1,,0,,,0,0,,0,0,0,,54.2,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,0,5.0,0,100.0,,0,0,0.0,0,0,0,68.3,61.4,0,8,0.0,0,16,1,87.5,14,100.0,1,33.3,0,8,3,3.0,8.0,0.57,1,2022
Adam Thielen,8288,WR,MIN,1,3,0,18,,0,,,0,0,,0,0,0,,56.5,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,6.0,0,100.0,,0,0,0.0,0,1,0,64.7,52.6,0,7,0.0,0,22,1,95.5,21,95.8,1,33.3,0,7,1,1.0,7.0,0.33,1,2022
Sammy Watkins,8639,WR,GB,1,3,0,12,,0,,,0,0,,0,0,0,,58.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,1.0,0,100.0,,0,0,0.0,0,2,0,70.5,61.4,0,9,0.0,0,17,3,100.0,17,91.7,3,100.0,0,18,15,5.0,6.0,1.06,1,2022
Cameron Brate,9207,TE,TB,1,3,0,30,5.0,0,0.0,,0,0,100.0,1,0,0,27.9,35.4,0,0,0.0,0,11,0,100.0,11,39.6,2,66.7,0,0,0,,,0.0,0,5.0,0,100.0,,0,0,0.0,0,1,0,64.7,65.8,0,7,0.0,0,11,1,100.0,11,95.8,1,33.3,0,7,2,2.0,7.0,0.64,1,2022
Breshad Perriman,9459,WR,TB,1,3,0,30,,0,,,0,0,,0,0,0,,55.7,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,30.3,0,0.0,0.0,0,2,,0,0,0,,55.7,0,0,0.0,0,6,0,100.0,6,39.6,3,100.0,0,0,0,,,0.0,1,2022
A.J. Green,6156,WR,ARZ,1,3,0,1,23.0,0,0.0,0.0,0,1,,0,0,0,,54.3,0,0,0.0,0,10,0,100.0,10,39.6,1,33.3,0,0,0,,,0.0,0,6.5,0,100.0,,0,0,0.0,0,1,0,68.3,59.6,0,8,0.0,0,20,2,90.0,18,93.8,2,66.7,0,13,0,0.0,6.5,0.72,1,2022
Tyler Kroft,9518,TE,SF,1,3,0,28,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,9.0,0,33.3,,0,0,0.0,0,0,0,64.7,50.1,0,9,0.0,0,14,1,100.0,14,42.4,3,100.0,0,9,3,3.0,9.0,0.64,1,2022
Hunter Henry,10669,TE,NE,1,3,0,19,,0,,,0,0,,0,0,0,,52.5,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,0,12.3,0,66.7,0.0,0,1,0.0,0,1,0,68.3,59.0,0,11,0.0,0,19,2,100.0,19,85.4,3,100.0,0,20,6,3.0,10.0,1.05,1,2022
Chris Moore,10741,WR,HST,1,3,0,13,9.0,0,100.0,100.0,1,1,0.0,0,0,0,64.7,68.7,0,9,0.0,0,6,1,83.3,5,104.2,1,33.3,0,9,0,0.0,9.0,1.8,0,2.5,0,100.0,,0,0,0.0,0,2,0,68.3,68.4,0,11,0.0,0,17,2,100.0,17,112.5,2,66.7,0,22,17,8.5,11.0,1.29,1,2022
J.D. McKissic,11047,HB,WAS,1,3,0,32,,0,,,0,0,,0,0,0,,54.3,0,0,33.3,2,6,0,66.7,4,0.0,0,0.0,0,0,0,,,0.0,0,0.3,0,100.0,,0,0,0.0,0,1,0,70.5,64.8,0,10,0.0,0,10,3,90.0,9,94.4,3,100.0,0,20,19,6.3,6.7,2.22,1,2022
Dalvin Cook,11796,HB,MIN,1,3,0,18,,0,,,0,0,,0,0,0,,58.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,-8.0,0,100.0,,0,0,0.0,0,1,0,64.7,52.8,0,7,5.6,1,18,1,88.9,16,95.8,1,33.3,0,7,15,15.0,7.0,0.44,1,2022
Chris Godwin,11839,WR,TB,1,3,0,30,,0,,,0,0,,0,0,0,,56.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,0.7,0,100.0,,0,0,0.0,0,1,0,70.5,71.9,0,24,0.0,0,5,3,100.0,5,115.3,3,100.0,0,35,33,11.0,11.7,7.0,1,2022
Josh Reynolds,11872,WR,DET,1,3,0,11,8.0,0,0.0,,0,0,,0,0,0,,52.3,0,0,0.0,0,11,0,90.9,10,39.6,1,33.3,0,0,0,,,0.0,0,18.0,0,50.0,,0,0,0.0,0,1,0,64.7,57.5,0,28,0.0,0,24,1,100.0,24,95.8,2,66.7,0,28,9,9.0,28.0,1.17,1,2022
Isaiah McKenzie,11927,WR,BUF,1,3,0,4,,0,,,0,0,,0,0,0,,54.6,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,8.0,0,50.0,0.0,0,1,50.0,1,1,0,28.8,53.5,1,12,0.0,0,13,1,100.0,13,29.2,2,66.7,0,12,1,1.0,12.0,0.92,1,2022
Johnny Mundt,12206,TE,MIN,1,3,0,18,,0,,,0,0,,0,0,0,,59.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,0.3,0,100.0,,0,0,0.0,0,1,0,70.5,68.0,0,12,8.3,1,12,3,91.7,11,90.3,3,100.0,0,17,16,5.3,5.7,1.55,1,2022
K.J. Osborn,23503,WR,MIN,1,3,0,18,3.0,0,100.0,,0,0,0.0,0,0,0,64.7,58.4,0,4,0.0,0,3,1,100.0,3,83.3,1,33.3,0,4,1,1.0,4.0,1.33,0,3.5,0,100.0,,0,0,0.0,0,0,0,68.3,53.9,0,7,0.0,0,19,2,94.7,18,87.5,2,66.7,0,10,3,1.5,5.0,0.56,1,2022
KhaDarel Hodge,26104,WR,ATL,1,3,0,2,11.0,0,100.0,,0,0,0.0,0,1,0,64.7,78.5,0,18,0.0,0,1,1,100.0,1,118.8,1,33.3,0,18,7,7.0,18.0,18.0,0,7.0,0,100.0,,0,0,0.0,0,0,0,68.3,58.0,0,11,0.0,0,6,2,100.0,6,108.3,2,66.7,0,20,6,3.0,10.0,3.33,1,2022
Rashaad Penny,27414,HB,SEA,1,3,0,29,,0,,,0,0,,0,0,0,,59.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,-1.0,0,50.0,,0,0,0.0,0,1,0,64.7,66.1,0,3,0.0,0,8,1,100.0,8,56.3,2,66.7,0,3,5,5.0,3.0,0.38,1,2022
Will Dissly,30762,TE,SEA,1,3,0,29,14.0,0,100.0,,0,0,0.0,0,1,0,64.7,81.0,0,38,0.0,0,3,1,100.0,3,158.3,1,33.3,1,38,24,24.0,38.0,12.67,0,1.0,0,100.0,,0,0,0.0,0,0,0,64.7,54.5,0,2,16.7,1,6,1,83.3,5,79.2,1,33.3,0,2,1,1.0,2.0,0.4,1,2022
Andrew Beck,47121,FB,DEN,1,3,0,10,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,3.0,0,0.0,,0,0,100.0,1,0,0,28.0,41.1,0,0,0.0,0,1,0,100.0,1,39.6,1,33.3,0,0,0,,,0.0,1,2022
